HWG area;HWG length;HWG min rect;GR area;GR length;GR min rect;Contours count;Min contour length;Max contour length;Sum contour length;Avg contour length;Min contour area;Max contour area;Sum contour area;Avg contour area;Label;Filename
11606.5;429.46900820732117;15702.644604550791;212.5;105.66225218772888;311.5999806566688;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_40_588.bin
12755.5;459.15763211250305;16951.613822340034;190.0;102.77507472038269;271.87577463138587;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_40_644.bin
13330.0;473.11711370944977;17640.498602704145;223.0;109.7387444972992;360.6597975363402;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_40_683.bin
14484.5;499.83466613292694;17949.0;454.5;154.7926526069641;716.1817669236334;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_45_175.bin
12719.0;457.3993122577667;16231.297235787031;947.5;117.22625923156738;1117.7811762739875;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_45_226.bin
11863.5;437.46510422229767;15417.832032499835;981.5;119.81159782409668;1166.0000420229917;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_45_269.bin
10687.0;404.21300649642944;13847.21238103765;1010.0;120.38546204566956;1200.5279024849951;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_45_294.bin
9969.0;385.47535955905914;12968.271944324952;1010.0;120.39088129997253;1181.3999033947766;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_45_321.bin
9441.0;370.36214232444763;12369.0;999.5;119.22914862632751;1183.341528208577;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_45_363.bin
8849.5;354.3863003253937;11706.958641763777;959.5;116.4990302324295;1160.9900047973279;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_45_398.bin
8344.5;339.6394045352936;10899.226858815411;915.5;113.12625432014465;1099.5122870891937;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_45_434.bin
7911.5;328.43245577812195;10246.0;960.0;116.94979858398438;1139.5009670726722;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_45_479.bin
7432.5;317.8304092884064;9494.0;938.0;114.11373114585876;1138.7807053993456;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_45_516.bin
6928.0;306.92487823963165;8649.0;981.0;118.0931966304779;1173.6154581985902;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_45_557.bin
6382.5;296.0083796977997;8084.0;930.5;113.7018746137619;1116.0000686645508;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_45_585.bin
9169.0;359.4989387989044;12135.297158951289;961.5;117.28535747528076;1110.4876230458322;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_48_625.bin
9675.5;373.6669669151306;12784.437384129502;963.0;117.14019083976746;1131.2314095841866;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_48_693.bin
10202.0;387.74875235557556;13509.537709314376;968.5;117.71866989135742;1114.2439880430466;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_48_753.bin
10760.5;403.0000749826431;14328.105384770315;933.5;115.7564469575882;1094.399716186541;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_48_808.bin
10999.0;409.30720591545105;14590.498036250472;957.0;116.73419106006622;1120.2009385814454;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_48_869.bin
11654.0;425.29520654678345;15352.689513299614;949.0;116.64340281486511;1114.6154627100623;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_48_931.bin
12136.5;438.3693256378174;15952.986264520558;949.5;116.17105054855347;1117.9868311803439;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_48_983.bin
20238.0;579.2360670566559;29153.58007098618;2049.5;194.36823785305023;3113.1994069442153;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_54_212.bin
19110.5;557.4387242794037;27578.023342349567;1979.5;193.9470692873001;3024.0000009643845;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_54_237.bin
17925.5;534.3193414211273;25839.72938432009;1989.5;190.85107243061066;2941.487166313338;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_54_263.bin
